REGIÓN,METROPOLITANA,DISTRITO,ESTACIÓN,BARRIO,ZONA,NRO INTEGRANTES,ESTADO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA MORALES,VEREDA MATARREDONDA,URBANA,23,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA PUERTO TEJADA,MANUELA BELTRAN,URBANA,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA BALBOA,CENTRO,URBANA,7,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA SANTANDER DE QUILICHAO,LA SAMRIA,URBANA,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA VILLA RICA,LOS ALMENDROS,URBANA,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA CALOTO,LA RIVERA,URBANA,11,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA EL BORDO,JARDIN,URBANA,11,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA FLORENCIA,LA CADENA,URBANA,8,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA PIENDAMO,PROGRESO,URBANA,28,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA EL BORDO,PATIA,RURAL,6,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA LA SIERRA,LOS SAUCES,URBANA,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA MIRANDA,EL PINAR,URBANA,5,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA PIENDAMO,PIENDALINDA,URBANA,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA GUACHENE,JORGE ELIECER GAITAN,URBANA,6,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA CALDONO,BOLIVAR,URBANA,8,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO UNO DE POLICIA EL TAMBO,ESTACION DE POLICIA EL TAMBO,CAPILLA,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA BUENOS AIRES,COMERCIO,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA ARAUCA,,ESTACION DE POLICIA ARAUCA,SANTA TERESITA,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA BUENOS AIRES,CALICANTO,URBANA,7,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA PIENDAMO,LUZ DEL PARAISO,URBANA,7,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CINCO DE POLICIA BOLIVAR,ESTACION DE POLICIA BOLIVAR,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA PIENDAMO,CENTRO,URBANA,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CINCO DE POLICIA BOLIVAR,ESTACION DE POLICIA LA VEGA,LOURDES,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA PIENDAMO,PARQUE DEL AMOR,URBANA,9,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA PUERTO TEJADA,CIUDAD SUR,URBANA,12,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA EL BORDO,EL CAMPIN,URBANA,22,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO UNO DE POLICIA EL TAMBO,ESTACION DE POLICIA CAJIBIO,CALLE REAL,URBANA,8,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA BELALCAZAR,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA MERCADERES,CENTRO,URBANA,22,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CINCO DE POLICIA BOLIVAR,ESTACION DE POLICIA BOLIVAR,LIBERTADOR,URBANA,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA LA SIERRA,CALLE NUEVA,URBANA,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CINCO DE POLICIA BOLIVAR,ESTACION DE POLICIA BOLIVAR,COMERCIO,URBANA,27,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SEIS DE POLICIA GUAPI,ESTACION DE POLICIA GUAPI,EL  PORVENIR,URBANA,12,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO UNO DE POLICIA EL TAMBO,ESTACION DE POLICIA EL TAMBO,BARRIO CENTRO,RURAL,7,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA SANTANDER DE QUILICHAO,PRADOS,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA PUERTO TEJADA,LA ESPERANZA,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA INZA,LAS MERCEDES,URBANA,12,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA VILLA RICA,VEREDA MATAREDONDA,RURAL,22,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA TOTORO,VEREDA BAJO PALACE,RURAL,21,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA BELALCAZAR,CENTRO,URBANA,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA PUERTO TEJADA,LA CEIBA,URBANA,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA SANTANDER DE QUILICHAO,MORALES DUQUE,URBANA,25,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA PIENDAMO,EL LIMONAR,URBANA,13,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA ARGELIA,CENTRO,URBANA,13,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA EL BORDO,VERSALLES,URBANA,25,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CINCO DE POLICIA BOLIVAR,ESTACION DE POLICIA SAN SEBASTIAN,CENTRO,URBANA,22,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA PIENDAMO,BAUTISTA,URBANA,25,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA VILLA RICA,CENTRO,URBANA,16,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA LA SIERRA,ALTO DE LA CRUZ,URBANA,21,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA SUCRE,EL CAMPIN,URBANA,17,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA CALOTO,LA RIVERA,URBANA,16,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA SANTANDER DE QUILICHAO,VIDA NUEVA,URBANA,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA SANTANDER DE QUILICHAO,SAN PEDRO,RURAL,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA SANTANDER DE QUILICHAO,GENERAL SANTANDER,URBANA,15,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA ARAUCA,,ESTACION DE POLICIA ARAUCA,VILLA MARIA,URBANA,13,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA MERCADERES,CENTRO,URBANA,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA ROSAS,CENTRO.,URBANA,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA ROSAS,BELEN,URBANA,7,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO CUATRO DE POLICIA PIENDAMO,ESTACION DE POLICIA PIENDAMO,VIVAS BALCAZAR,URBANA,13,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA PUERTO TEJADA,CENTRO,RURAL,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA SUAREZ,PORTUGAL,RURAL,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA MERCADERES,CENTRO,URBANA,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA EL BORDO,CENTRO,URBANA,25,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA CALDONO,COMUNEROS,URBANA,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO UNO DE POLICIA EL TAMBO,ESTACION DE POLICIA CAJIBIO,EL CAIRO,RURAL,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA CALDONO,CENTRO,RURAL,19,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA CALDONO,CENTRO,RURAL,4,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO UNO DE POLICIA EL TAMBO,ESTACION DE POLICIA EL TAMBO,CENTRO,RURAL,8,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO UNO DE POLICIA EL TAMBO,ESTACION DE POLICIA CAJIBIO,CENTRO,RURAL,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO UNO DE POLICIA EL TAMBO,ESTACION DE POLICIA CAJIBIO,CENTRO,RURAL,4,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO UNO DE POLICIA EL TAMBO,ESTACION DE POLICIA EL TAMBO,CENTRO,RURAL,8,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO UNO DE POLICIA EL TAMBO,ESTACION DE POLICIA CAJIBIO,CENTRO,RURAL,7,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA BUENOS AIRES,CENTRO,RURAL,12,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA CALDONO,CENTRO,RURAL,14,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA MIRANDA,LA CASTELLANA,URBANA,14,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO DOS DE POLICIA SANTANDER DE QUILICHAO,ESTACION DE POLICIA SANTANDER DE QUILICHAO,SAN BERNABE,URBANA,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO TRES DE POLICIA EL BORDO,ESTACION DE POLICIA EL BORDO,PABLO SEXTO,URBANA,12,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SEIS DE POLICIA GUAPI,ESTACION DE POLICIA TIMBIQUI,BUENOS AIRES,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA CAUCA,DISTRITO SIETE DE POLICIA PUERTO TEJADA,ESTACION DE POLICIA PUERTO TEJADA,BETANIA,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO II DE POLICIA IPIALES,ESTACION DE POLICIA IPIALES,CHICO,,32,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO II DE POLICIA IPIALES,ESTACION DE POLICIA IPIALES,ALFONSO LOPEZ,,21,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA IPIALES,NUESTRA SEÑORA DE LAS LAJAS,URBANA,16,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA ILES,SAN FRANCISCO,RURAL,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA CONTADERO,PRIMERA DE MAYO,URBANA,23,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA SANDONA,VEREDA,RURAL,9,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO ESPECIAL DE POLICIA TUMACO,ESTACION DE POLICIA SAN ANDRES DE TUMACO,CENTRO,URBANA,8,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA EL TAMBO,EL ROSAL,URBANA,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,AREA OPERATIVA ESPECIAL TUMACO,ESTACION DE POLICIA SAN ANDRES DE TUMACO,7 DE AGOSTO,URBANA,25,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA SANDONA,VEREDA,RURAL,24,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO SIETE DE POLICIA SAN JOSE DE ALBAN,ESTACION DE POLICIA ARBOLEDA (BERRUECOS),CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO SIETE DE POLICIA SAN JOSE DE ALBAN,ESTACION DE POLICIA BUESACO,EL SOCORRO,URBANA,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO SIETE DE POLICIA SAN JOSE DE ALBAN,ESTACION DE POLICIA SAN JOSE DE ALBAN,VEREDA,RURAL,17,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA LA FLORIDA,EL BOSQUE,URBANA,11,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA ANCUYA,CAMILO TORRES,URBANA,19,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA EL PEÑOL,VEREDA,RURAL,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA CUMBAL,CENTRO,URBANA,11,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA SANDONA,LA CAFELINA,URBANA,10,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA IPIALES,SAN VICENTE,URBANA,27,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO DOS DE POLICIA LA UNION,ESTACION DE POLICIA LA UNION,CUATRO DE JUNIO,URBANA,23,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO TRES DE POLICIA POLICARPA,ESTACION DE POLICIA POLICARPA,CENTRO,URBANA,13,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA ILES,VEREDA SAN JAVIER,RURAL,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA PUERRES,CENTRO,URBANA,13,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA PUPIALES,ESPINO,RURAL,20,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA ALDANA,VEREDA SANTA BARBARA,RURAL,11,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO DOS DE POLICIA LA UNION,ESTACION DE POLICIA COLON (GENOVA),LOS ESTUDIANTES,RURAL,8,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO TRES DE POLICIA POLICARPA,ESTACION DE POLICIA CUMBITARA,NAVIDAD,URBANA,8,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CINCO DE POLICIA SAMANIEGO,ESTACION DE POLICIA SANTA CRUZ (GUACHAVEZ),SOLEDAD,URBANA,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO SIETE DE POLICIA SAN JOSE DE ALBAN,ESTACION DE POLICIA ARBOLEDA (BERRUECOS),SAN MIGUEL,URBANA,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO SIETE DE POLICIA SAN JOSE DE ALBAN,ESTACION DE POLICIA SAN JOSE DE ALBAN,VEREDA,RURAL,14,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA SANDONA,CAFETERO,URBANA,19,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO ESPECIAL DE POLICIA TUMACO,ESTACION DE POLICIA SAN ANDRES DE TUMACO,CORDIALIDAD,URBANA,13,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO ESPECIAL DE POLICIA TUQUERRES,ESTACION DE POLICIA IMUES,LIBERTAD,URBANA,15,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA EL PEÑOL,CENTRO,URBANA,19,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO CUATRO DE POLICIA SANDONA,ESTACION DE POLICIA EL PEÑOL,CENTRO,URBANA,19,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO DOS DE POLICIA LA UNION,ESTACION DE POLICIA SAN PEDRO DE CARTAGO,VEREDA SAN ISIDRO,RURAL,17,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO SIETE DE POLICIA SAN JOSE DE ALBAN,ESTACION DE POLICIA TABLON DE GOMEZ,EL JARDIN,URBANA,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA CUASPUD (CARLOSAMA),,RURAL,19,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA CONTADERO,PRIMERO DE MAYO,URBANA,19,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO DOS DE POLICIA LA UNION,ESTACION DE POLICIA SAN PABLO,CAÑADA BAJA,URBANA,17,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO SIETE DE POLICIA SAN JOSE DE ALBAN,ESTACION DE POLICIA DE SAN BERNANRDO,MADRIGAL,URBANA,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA IPIALES,C.C BUGANBILES,URBANA,22,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO SIETE DE POLICIA SAN JOSE DE ALBAN,ESTACION DE POLICIA SAN JOSE DE ALBAN,SAN CARLOS,URBANA,17,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO DOS DE POLICIA LA UNION,ESTACION DE POLICIA LA UNION,EDUARDO SANTOS,URBANA,18,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO DOS DE POLICIA LA UNION,ESTACION DE POLICIA TAMINANGO,LAS CUADRAS,URBANA,16,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO UNO DE POLICIA IPIALES,ESTACION DE POLICIA PUPIALES,VEREDA SAN MARCOS,RURAL,24,ACTIVO
REGION DE POLICIA No. CUATRO,DEPARTAMENTO DE POLICIA NARIÑO,DISTRITO DOS DE POLICIA LA UNION,ESTACION DE POLICIA COLON (GENOVA),EL POBLADO,URBANA,18,ACTIVO
